Data: 2018-5-31
Czas: 13.57.20
$$$ DANE POMIAROWE PROCESU $$$
Wypelnienie PWM: 011
Czas zgrzewania: 011
-
t [ms]; I [A]; U [V]; F [kN]
90.8; 1261; 1047; 977
90.9; 1277; 1002; 996
91.0; 1280; 990; 1000
91.1; 1267; 1033; 1000
91.2; 1260; 987; 988
91.3; 1278; 1030; 1001
91.4; 1293; 1014; 1017
91.5; 1261; 1008; 1011
91.6; 1276; 1008; 1003
91.7; 1269; 1040; 1005
91.8; 1261; 991; 1046
91.9; 1267; 1044; 1036
92.0; 1285; 988; 994
92.1; 1281; 1027; 1016
92.2; 1288; 1010; 997
92.3; 1251; 992; 1043
92.4; 1280; 1031; 1003
92.5; 1286; 1010; 993
92.6; 1295; 1026; 1018
92.7; 1271; 1031; 1004
92.8; 1297; 991; 970
92.9; 1257; 987; 1022
93.0; 1268; 998; 972
93.1; 1262; 1032; 1020
93.2; 1253; 983; 1033
93.3; 1253; 1021; 1014
93.4; 1265; 988; 984
93.5; 1301; 1035; 974
93.6; 1275; 1026; 994
93.7; 1273; 1031; 1038
93.8; 1297; 997; 1007
93.9; 1260; 1022; 977
94.0; 1252; 1003; 1045
94.1; 1289; 988; 968
94.2; 1276; 1011; 1031
94.3; 1290; 1038; 1030
94.4; 1269; 1031; 1033
94.5; 1263; 1024; 990
94.6; 1272; 994; 1033
94.7; 1287; 987; 994
94.8; 1256; 994; 975
94.9; 1288; 983; 995
95.0; 1277; 1022; 1033
95.1; 1268; 1026; 1024
95.2; 1286; 1006; 1002
95.3; 1268; 1037; 994
95.4; 1261; 1025; 1010
95.5; 1269; 1008; 1004
95.6; 1272; 1037; 1015
95.7; 1279; 1031; 1011
95.8; 1266; 997; 1033
95.9; 1268; 992; 995
96.0; 1258; 1035; 997
96.1; 1277; 978; 1013
96.2; 1261; 1037; 988
96.3; 1287; 1044; 976
96.4; 1289; 992; 1028
96.5; 1291; 1018; 1014
96.6; 1264; 1005; 1003
96.7; 1263; 1024; 997
96.8; 1277; 1000; 993
96.9; 1265; 1024; 993
97.0; 1296; 1033; 975
97.1; 1276; 1029; 992
97.2; 1287; 1028; 1024
97.3; 1285; 1014; 982
97.4; 1275; 1013; 1003
97.5; 1253; 978; 1003
97.6; 1270; 1011; 1035
97.7; 1265; 1010; 1002
97.8; 1261; 999; 987
97.9; 1266; 1018; 1044
98.0; 1291; 999; 1022
98.1; 1279; 1005; 988
98.2; 1275; 1030; 1016
98.3; 1262; 979; 998
98.4; 1277; 1010; 1020
98.5; 1254; 1002; 1001
98.6; 1267; 994; 1029
98.7; 1269; 1000; 1029
98.8; 1290; 990; 1003
98.9; 1255; 1035; 1012
99.0; 1271; 1005; 988
99.1; 1289; 1002; 989
99.2; 1259; 1007; 991
99.3; 1261; 1035; 1017
99.4; 1276; 1017; 1021
99.5; 1285; 1044; 1023
99.6; 1274; 1032; 1025
99.7; 1259; 1030; 1024
99.8; 1255; 1032; 987
99.9; 1289; 1044; 1018
100.0; 1261; 990; 1020
