Data: 2018-5-31
Czas: 13.53.15
$$$ DANE POMIAROWE PROCESU $$$
Wypelnienie PWM: 011
Czas zgrzewania: 011
-
t [ms]; I [A]; U [V]; F [kN]
90.1; 1267; 983; 990
90.2; 1288; 1015; 1027
90.3; 1294; 1012; 1013
90.4; 1296; 989; 1007
90.5; 1265; 1003; 983
90.6; 1275; 1005; 999
90.7; 1297; 1018; 1022
90.8; 1279; 998; 1040
90.9; 1292; 980; 998
91.0; 1265; 1031; 996
91.1; 1253; 989; 1027
91.2; 1280; 1019; 1007
91.3; 1297; 1028; 1007
91.4; 1281; 1002; 983
91.5; 1276; 1036; 1014
91.6; 1273; 1010; 980
91.7; 1260; 1042; 996
91.8; 1278; 1007; 1001
91.9; 1281; 1006; 1024
92.0; 1266; 1006; 1048
92.1; 1287; 1030; 1009
92.2; 1273; 1016; 999
92.3; 1286; 1033; 986
92.4; 1266; 1002; 995
92.5; 1260; 1028; 994
92.6; 1289; 991; 1024
92.7; 1269; 990; 998
92.8; 1297; 994; 986
92.9; 1269; 1017; 991
93.0; 1302; 1046; 1022
93.1; 1265; 1006; 990
93.2; 1282; 978; 985
93.3; 1274; 1019; 1028
93.4; 1275; 998; 1040
93.5; 1275; 1009; 993
93.6; 1267; 1004; 1007
93.7; 1256; 985; 1006
93.8; 1297; 1030; 1017
93.9; 1280; 1013; 989
94.0; 1276; 992; 1015
94.1; 1260; 974; 1025
94.2; 1297; 1019; 1008
94.3; 1284; 1051; 1026
94.4; 1280; 983; 1007
94.5; 1292; 1029; 1003
94.6; 1281; 1019; 1008
94.7; 1249; 990; 1003
94.8; 1271; 1006; 981
94.9; 1256; 1018; 1037
95.0; 1265; 978; 1012
95.1; 1300; 989; 998
95.2; 1251; 976; 994
95.3; 1278; 1011; 981
95.4; 1276; 1012; 1025
95.5; 1301; 988; 1012
95.6; 1292; 1032; 1028
95.7; 1263; 1015; 1015
95.8; 1263; 1001; 999
95.9; 1285; 1004; 1036
96.0; 1289; 1001; 991
96.1; 1284; 1038; 1009
96.2; 1281; 1007; 973
96.3; 1266; 985; 1004
96.4; 1275; 981; 998
96.5; 1302; 1033; 986
96.6; 1279; 994; 985
96.7; 1276; 1006; 993
96.8; 1278; 1012; 1001
96.9; 1288; 990; 980
97.0; 1259; 1000; 1008
97.1; 1279; 1007; 1016
97.2; 1254; 1021; 1042
97.3; 1288; 1032; 1030
97.4; 1284; 1025; 999
97.5; 1261; 1006; 1017
97.6; 1285; 997; 999
97.7; 1288; 992; 997
97.8; 1270; 1024; 990
97.9; 1273; 1014; 1034
98.0; 1258; 1009; 1026
98.1; 1263; 999; 1008
98.2; 1251; 1019; 990
98.3; 1279; 1001; 1000
98.4; 1284; 1013; 1001
98.5; 1273; 1048; 1041
98.6; 1271; 1016; 1006
98.7; 1303; 1019; 990
98.8; 1278; 1011; 996
98.9; 1266; 993; 1017
99.0; 1282; 1010; 982
99.1; 1288; 1003; 1034
99.2; 1283; 1011; 1038
99.3; 1261; 1006; 1045
99.4; 1257; 989; 979
99.5; 1293; 1016; 997
99.6; 1285; 1016; 1020
99.7; 1261; 1002; 1006
99.8; 1278; 996; 996
99.9; 1277; 1022; 998
100.0; 1267; 1023; 1032
